"subjectId" "activity" "V1" "V2" "V3" "V4" "V5" "V40" "V41" "V42" "V43" "V44" "V45" "V80" "V81" "V82" "V83" "V84" "V85" "V120" "V121" "V122" "V123" "V124" "V125" "V160" "V161" "V162" "V163" "V164" "V165" "V200" "V201" "V213" "V214" "V226" "V227" "V239" "V240" "V252" "V253" "V265" "V266" "V267" "V268" "V269" "V270" "V344" "V345" "V346" "V347" "V348" "V349" "V423" "V424" "V425" "V426" "V427" "V428" "V502" "V503" "V515" "V516" "V528" "V529" "V541" "V542"
"11" 1 "walkingupstairs" 0.265130137749216 -0.0185590134726959 -0.108975792340125 -0.584539467328931 -0.39909289878558 0.202764333717241 0.730741616570533 -0.0608347193134796 0.086953080507837 -0.960106153793103 -0.951687434539185 0.161648848117868 0.0783408328178683 0.0159134348518495 -0.00848661885111599 -0.557076221469279 -0.494172400365831 0.215919509487774 -0.0234054649840439 -0.084901663477116 0.0872530964713166 -0.702410251081505 -0.484224282954075 -0.0985933328780564 -0.0950035033872414 -0.0391973611410658 -0.0497921651970846 -0.647410243423198 -0.656018144169279 -0.133617895902476 -0.492214147385266 -0.0482537471263323 -0.492214147385266 -0.0482537471263323 -0.574021004097179 0.028084272706489 -0.509087500201881 -0.102920059213386 -0.660039846322884 -0.136516910935737 -0.568605586936991 -0.435590309958119 -0.622737954733542 -0.592481151925078 -0.420395771879091 -0.954678050344828 -0.579173297953636 -0.531855037161571 -0.718218510282132 -0.573954794100627 -0.487435630497743 -0.957594331724138 -0.640742579222884 -0.533301013116928 -0.586410823021003 -0.723424966517241 -0.464574198389028 -0.96032419369906 -0.51451018417837 -0.69152776739279 -0.532375042459436 -0.640110702576489 -0.560164643022571 -0.493743087796552 -0.664403718243574
"12" 1 "walkingdownstairs" 0.272154196428571 -0.0153264487792857 -0.0949711475357143 -0.10438892475 -0.0102461790107143 0.120806742578571 0.905800576071429 -0.330026645 -0.0941463448928571 -0.957048614642857 -0.945034861071429 -0.0251146578214286 0.0628772325714286 0.0243084681678571 -0.0161821921428571 -0.156114020335714 -0.199718153632143 0.129183006571429 0.00793679635714286 -0.124194573607143 0.0749974305928571 -0.505927252857143 -0.0722302850357143 -0.177915181142857 -0.121134045164286 -0.0704164515642857 -0.0169168070785714 -0.528469100357143 -0.389002888178571 -0.212891118821429 -0.0140828025671429 -0.0598790930285714 -0.0140828025671429 -0.0598790930285714 -0.219716752860714 0.125254503428571 -0.0916624324642857 -0.27904612725 -0.405708505357143 -0.0324001203214286 -0.113658525846429 -0.0742782819 -0.296473813678571 -0.103948089932143 -0.0455758867178571 -0.858349380357143 -0.184777986714286 -0.22808852075 -0.434256061428571 -0.202478678509643 -0.224905915296429 -0.866236180714286 -0.423577624642857 -0.186405372785714 -0.178911898535714 -0.535530097142857 -0.0339426658214286 -0.916459684642857 -0.06760317325 -0.656677298214286 -0.119701861678571 -0.612491987857143 -0.248337149392857 -0.649648099357143 -0.435965402464286
"13" 3 "walkingdownstairs" 0.273428719636364 -0.017856067384956 -0.106492632429097 -0.623413602046921 -0.480015920697654 0.156544326025806 0.707814353343108 -0.0260590480328739 0.0480937904190616 -0.966457565630499 -0.9445645371261 0.0152071986105572 0.0701731261988856 0.0144664329060411 -0.000526818872875366 -0.635484688041056 -0.55721186773783 0.0852182319044868 -0.0248490682828446 -0.0743565308442815 0.0866875497119062 -0.699262195705865 -0.76302218170088 -0.130032880846334 -0.0991554609633431 -0.0401923943695015 -0.0521178264170088 -0.689328428607038 -0.842659862111437 -0.107025768144897 -0.563140802770059 -0.0629949821747801 -0.563140802770059 -0.0629949821747801 -0.650182434328446 0.00407820575718475 -0.643150121648094 -0.0535119465671848 -0.784056656246334 -0.121169067362152 -0.625733289873607 -0.501779938505279 -0.699656828592375 -0.623805015199413 -0.502753639795894 -0.979676490821114 -0.645893496630499 -0.582949919157742 -0.780101644193548 -0.657844055881525 -0.559851186088408 -0.980556463255132 -0.642097719778592 -0.775144985073314 -0.670734708996481 -0.719276622702346 -0.758505287214076 -0.976900586774193 -0.579076453758064 -0.672093167772434 -0.604752108072727 -0.561776583640469 -0.716822144279179 -0.577542913560537 -0.810085498651026
"14" 5 "walkingdownstairs" 0.279177960301325 -0.0154833455336192 -0.105661736816887 -0.507691011391722 -0.402724906078146 0.183328842972351 0.698153719072848 0.112313109736755 0.0921607197449904 -0.964629108807947 -0.939973777950331 0.119310090465795 0.0841019899622517 0.0017656830384106 -0.0029537113427351 -0.575890535679801 -0.506544358609603 0.17715523763904 -0.0294516873643046 -0.0774316445596026 0.0866267116745033 -0.709955676983444 -0.705638306688742 -0.109456425406623 -0.103522877147351 -0.0490624519374172 -0.0506258160122517 -0.662581310334437 -0.774114270364238 -0.0340190859350993 -0.460866415568709 -0.0632658570116027 -0.460866415568709 -0.0632658570116027 -0.589313870006622 -0.0313219733798013 -0.602770284825828 -0.0977463073887417 -0.707383517582782 0.0532652248103642 -0.55123770513245 -0.440232431795033 -0.696171811490066 -0.492829885748675 -0.422162171100331 -0.977865027350993 -0.604769869438742 -0.550991969857417 -0.768762357980132 -0.584013626983444 -0.491500434303907 -0.979199594966887 -0.632239300829801 -0.71706218781457 -0.537329127293278 -0.73573857718543 -0.702290390960265 -0.938884676423841 -0.528503022745033 -0.622500047417219 -0.573176177044172 -0.584574026338079 -0.677355755703311 -0.628709449615894 -0.748829309536424
"15" 6 "walkingdownstairs" 0.272376614181538 -0.0175697042641846 -0.11599454136 -0.505086085072062 -0.368403670137262 0.112372982983877 0.688702063569231 0.0162055455953846 0.0475199990906462 -0.958898709015385 -0.9509348864 0.17538089676 0.0813833604034769 0.000479281129661539 -0.00225896302076923 -0.531468310262154 -0.454437496885815 0.126975393173292 -0.0433611785374462 -0.0706129097498462 0.0973130293888923 -0.653800660041538 -0.626252072652308 -0.180886790116062 -0.0829159966093231 -0.0454921005615385 -0.0533610323667692 -0.546009968372308 -0.677635980501538 -0.203990054925538 -0.464770006998123 -0.0309695179415385 -0.464770006998123 -0.0309695179415385 -0.551413652396923 -0.0325159345524923 -0.549494852037046 -0.110977092557034 -0.621936158532308 -0.0325382515803077 -0.506174926221538 -0.392041410138769 -0.683725945015385 -0.506680276530492 -0.396677793847908 -0.949474152707692 -0.549394273848923 -0.503558973703692 -0.720867157741538 -0.555346159400332 -0.437837459287385 -0.947472011790769 -0.537201442069846 -0.621188724858462 -0.507604207506462 -0.692862440004 -0.633236229753846 -0.903332518861539 -0.473974924380431 -0.597637325353846 -0.494882316238462 -0.608244930483077 -0.579130051151385 -0.728848991710769 -0.651886909221538
"16" 7 "walkingdownstairs" 0.270211697814935 -0.0187904887668182 -0.112492375388312 -0.577518324748052 -0.546403365345779 0.282343572058539 0.681289120844156 -0.0420221452496753 0.0342160711928604 -0.956538178587662 -0.955312554090909 0.155881847342857 0.0831829573168831 0.00760909767418831 -0.00791725696048701 -0.615131377408279 -0.622997416262013 0.289222287221753 -0.0518716929407792 -0.0646077113078896 0.0977671721406169 -0.687155474097403 -0.652408657909091 -0.219587057735649 -0.0942037376182662 -0.0414401406082792 -0.0610307928148701 -0.701731200484416 -0.674920114957468 -0.305084110404221 -0.511312036747403 -0.0103608721888961 -0.511312036747403 -0.0103608721888961 -0.622815767680292 0.00120487007954546 -0.581899897967532 0.0139212446199675 -0.713191348337662 0.0803812077321429 -0.593011288564935 -0.563547785174026 -0.531005941495552 -0.572347541484091 -0.567046977262987 -0.944872327792208 -0.637521940243831 -0.641687333850227 -0.642515716574286 -0.626785744584416 -0.62853163071948 -0.94657277512987 -0.643767578493507 -0.630419275006169 -0.655083354905844 -0.703883646896104 -0.671161922837662 -0.968107074058442 -0.518323878824675 -0.527078652041883 -0.553360009658182 -0.508126871173701 -0.628877272791136 -0.493481546224026 -0.668879188156396
"17" 8 "walkingdownstairs" 0.279888894852941 -0.014403708822451 -0.109837952176471 -0.723806131323529 -0.536087268205882 0.0190122835107843 0.61135636372549 0.174812965882353 0.172297590376696 -0.974031479117647 -0.955704837284314 -0.0247031074372549 0.0709613313627451 0.00410267452715686 -0.00865086426392157 -0.726312934619608 -0.595313667764706 0.0668172586969118 -0.0335218219517647 -0.0688443220154902 0.0817994345244118 -0.711895541068627 -0.71118736525098 0.0819523599009804 -0.104074113676471 -0.0345947722803922 -0.0606706132745098 -0.718298543676471 -0.790882586666667 0.030788211 -0.657841168134314 -0.157400898985294 -0.657841168134314 -0.157400898985294 -0.693970947105882 -0.122424348180392 -0.637885629840196 0.0221560957313725 -0.767707293078431 -0.154849937237255 -0.717635975238235 -0.552336636519608 -0.750519162588235 -0.726771337490196 -0.557507814862745 -0.958840901078431 -0.734992607029412 -0.636433504543137 -0.797096568 -0.742041896980392 -0.578323210437255 -0.962287459705882 -0.667115725517647 -0.726177374313726 -0.73567597586598 -0.727260769441176 -0.705671882338235 -0.981973463627451 -0.661265500205882 -0.734468437303922 -0.682168739176471 -0.771529411627451 -0.71616765577451 -0.568985567627451 -0.793654280423529
"18" 8 "sitting" 0.265556589446927 -0.0203467625075978 -0.105083983984358 -0.502699525770391 -0.242994007530726 0.102970376611732 0.668092950782123 -0.0520150292813408 0.0331423877814525 -0.942988336793296 -0.944310386480447 0.0278527621329609 0.0917685399526257 -0.000987307582614525 -0.0259521865934078 -0.490335946581006 -0.380892233855866 0.161958444611117 0.024738364749162 -0.103746700655866 0.0539935059407821 -0.624493083196648 -0.491024448864804 -0.14614217512514 -0.105480277744693 -0.0432248501716201 -0.056931431927933 -0.65030267946648 -0.621661472464804 -0.217317201048156 -0.360642734297765 -0.0934617602374302 -0.360642734297765 -0.0934617602374302 -0.443233657336201 -0.0928235302539665 -0.384089748443911 -0.0041600573301676 -0.620014686122905 -0.143757074845028 -0.504445575653073 -0.273860298597765 -0.437275160035196 -0.504753273667598 -0.276741161195531 -0.892094374469274 -0.509945204702793 -0.415829212913967 -0.557209276761453 -0.516777773293296 -0.386874590900559 -0.900777474357542 -0.563925454569832 -0.490327494200559 -0.405833691139665 -0.645652378391061 -0.497536296659218 -0.935310802458101 -0.427111328334078 -0.585479401122905 -0.442103958836313 -0.751398845324022 -0.549477566316201 -0.498358854264804 -0.650017653313408
"19" 11 "sitting" 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.0545862478780538 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 0.126595478499051 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 0.0413075896974684 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 0.0123363638275316 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 0.0274157945953481 -0.542825032813608 -0.0470450692733133 -0.542825032813608 -0.0470450692733133 -0.679819504547468 -0.0844928174203481 -0.628367851066456 -0.00977386751806962 -0.826829028481013 -0.200767113821646 -0.619524028324683 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.502570240243355 -0.982788334841772 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.609444998247785 -0.983921284272152 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.670892713066772 -0.987084076234177 -0.611528074359177 -0.696115804110759 -0.656133473274684 -0.603941715534177 -0.757585939588608 -0.571880430909177 -0.864827011392405
"20" 14 "sitting" 0.270184596009288 -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.374730765205077 0.0473391719826625 0.672081224882353 -0.111701388781115 -0.161179728291022 -0.941245714736842 -0.942377305312693 -0.0027578273574613 0.0741757467665016 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.586459622773684 0.0524424195235201 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.728661379340557 -0.398959362766099 -0.0592845867535604 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 -0.6979155314613 -0.103052042960836 -0.453262620331889 -0.0496903942968731 -0.453262620331889 -0.0496903942968731 -0.608973420309907 -0.119657750437152 -0.416459776709257 -0.0669493231018576 -0.700520939854799 -0.272828182546006 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.609406374110062 -0.376829989404644 -0.935700203034056 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.661460356953251 -0.60215894382322 -0.934830310650155 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.740052209854489 -0.348864187370186 -0.961549467151703 -0.490874179820433 -0.619815263339938 -0.596896308848452 -0.5403741002387 -0.543030528985449 -0.579429758890712 -0.717590101802972
"21" 15 "sitting" 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 0.00308340336929878 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 0.135591727429268 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.0616458871920732 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.0164187550037195 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.03589902699125 -0.527285352000488 -0.0758776303927439 -0.527285352000488 -0.0758776303927439 -0.654799694757531 -0.0514610196457317 -0.617721779796037 -0.0542745147657591 -0.805282669512195 -0.239189702983537 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.547150855443902 -0.501568435233384 -0.976938081951219 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.637655155092835 -0.605854882622652 -0.976245168810976 -0.664354428856403 -0.760711411006098 -0.711194539920732 -0.709336168176829 -0.684504735744512 -0.982368371585366 -0.562948391223628 -0.656990858314024 -0.614817605125915 -0.677640387552134 -0.732394493841463 -0.582198431045732 -0.83680189402439
"22" 16 "sitting" 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 0.00311263326530055 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131147 -0.964727519945355 0.00801187159016393 0.0775488885374317 0.00884018328270218 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.0486329630982514 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 0.0315516794377049 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 0.0424870540431694 -0.616131116889044 -0.0585560819733333 -0.616131116889044 -0.0585560819733333 -0.725246870486339 -0.0598259325279508 -0.718168775628415 -0.0495879774028962 -0.860446372459016 -0.123215792939945 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.966855583032787 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105464 -0.970228619043716 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.991423203360656 -0.666962508246721 -0.605339364289617 -0.713167613706147 -0.661107135227049 -0.81712881920765 -0.565554545992923 -0.872772282732241
